EmployeeCount,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlySalary
1117,55,No,Travel_Rarely,685,Sales,26,Doctor,3,Male,2,5,Manager,4,Married,1,No,21,4,3,1,36,3,3,36,6,2,13,15070
1118,34,No,Travel_Rarely,1351,Research & Development,1,Master,2,Male,3,2,Research Scientist,4,Married,9,No,17,3,2,1,9,3,2,2,2,2,1,29722
1119,26,No,Travel_Rarely,474,Research & Development,3,Bachelor,1,Female,3,1,Research Scientist,4,Married,1,No,21,4,1,0,1,5,3,1,0,0,0,10428
1120,38,No,Travel_Rarely,1245,Sales,14,Bachelor,3,Male,3,2,Sales Executive,2,Married,0,No,11,3,4,1,10,3,3,9,8,7,7,27390
1121,38,No,Travel_Rarely,437,Sales,16,Bachelor,2,Female,3,2,Sales Executive,2,Single,2,No,12,3,2,0,8,5,4,3,2,1,2,9614
1122,36,No,Travel_Rarely,884,Sales,1,Master,2,Female,3,2,Sales Executive,3,Single,6,No,13,3,1,0,15,5,3,1,0,0,0,19448
1123,29,No,Travel_Rarely,1370,Research & Development,3,Below College,2,Male,3,1,Laboratory Technician,1,Single,1,Yes,18,3,4,0,10,3,3,10,9,1,5,30140
1124,35,No,Travel_Rarely,670,Research & Development,10,Master,1,Female,3,2,Healthcare Representative,3,Single,3,Yes,16,3,3,0,10,4,3,5,2,0,4,14740
1125,39,No,Travel_Rarely,1462,Sales,6,Bachelor,4,Male,4,3,Sales Executive,3,Married,2,No,11,3,1,1,11,3,3,7,6,7,6,32164
1126,29,No,Travel_Frequently,995,Research & Development,2,Below College,1,Male,3,2,Healthcare Representative,4,Divorced,1,No,19,3,4,1,6,0,4,6,4,1,3,21890
1127,50,No,Travel_Rarely,264,Sales,9,Bachelor,3,Male,3,5,Manager,3,Married,4,Yes,16,3,3,1,27,2,3,1,0,0,0,5808
1128,23,No,Travel_Rarely,977,Research & Development,10,Bachelor,4,Male,4,1,Research Scientist,3,Married,2,No,16,3,4,1,4,2,3,2,2,2,2,21494
1129,36,No,Travel_Frequently,1302,Research & Development,6,Master,1,Male,4,2,Laboratory Technician,1,Married,3,Yes,13,3,4,1,9,3,3,3,2,0,2,28644
1130,42,No,Travel_Rarely,1059,Research & Development,9,College,4,Male,2,5,Manager,4,Single,8,No,22,4,4,0,24,2,3,1,0,0,1,23298
1131,35,No,Travel_Rarely,750,Research & Development,28,Bachelor,2,Male,4,2,Laboratory Technician,3,Married,1,No,17,3,4,2,10,3,2,10,9,6,8,16500
1132,34,No,Travel_Frequently,653,Research & Development,10,Master,4,Male,2,2,Healthcare Representative,3,Married,1,No,14,3,2,1,8,3,2,8,2,7,7,14366
1133,40,No,Travel_Rarely,118,Sales,14,College,4,Female,3,2,Sales Executive,1,Married,1,No,15,3,3,1,5,2,3,5,4,1,2,2596
1134,43,No,Travel_Rarely,990,Research & Development,27,Bachelor,4,Male,4,1,Laboratory Technician,2,Divorced,5,No,12,3,3,1,8,0,3,6,4,0,2,21780
1135,35,No,Travel_Rarely,1349,Research & Development,7,College,3,Male,2,1,Laboratory Technician,4,Married,1,No,18,3,4,1,1,5,2,1,0,0,1,29678
1136,46,No,Travel_Rarely,563,Sales,1,Master,4,Male,4,4,Manager,1,Single,1,No,15,3,2,0,27,5,1,26,0,0,12,12386
1137,28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor,3,Male,3,1,Laboratory Technician,2,Married,1,Yes,17,3,3,3,1,3,3,1,1,0,0,7238
1138,22,No,Non-Travel,457,Research & Development,26,College,2,Female,2,1,Research Scientist,3,Married,1,Yes,14,3,2,0,4,2,2,4,2,1,3,10054
1139,50,No,Travel_Frequently,1234,Research & Development,20,Doctor,2,Male,3,4,Healthcare Representative,3,Married,2,Yes,15,3,3,1,32,3,3,30,8,12,13,27148
1140,32,No,Travel_Rarely,634,Research & Development,5,Master,2,Female,4,1,Research Scientist,4,Married,3,No,17,3,4,2,6,3,3,3,2,0,2,13948
1141,44,No,Travel_Rarely,1313,Research & Development,7,Bachelor,2,Female,3,5,Research Director,4,Divorced,0,Yes,14,3,4,1,23,4,2,22,7,1,10,28886
1142,30,No,Travel_Rarely,241,Research & Development,7,Bachelor,2,Male,2,1,Research Scientist,2,Married,1,No,12,3,2,1,6,3,2,6,4,1,1,5302
1143,45,No,Travel_Rarely,1015,Research & Development,5,Doctor,3,Female,1,2,Laboratory Technician,1,Single,1,Yes,14,3,1,0,10,3,3,10,7,1,4,22330
1144,45,No,Non-Travel,336,Sales,26,Bachelor,1,Male,2,2,Sales Executive,1,Married,1,No,15,3,1,1,10,2,3,10,7,4,5,7392
1145,31,No,Travel_Frequently,715,Sales,2,Master,4,Male,3,2,Sales Executive,1,Single,7,No,13,3,4,0,10,3,3,5,2,0,3,15730
1146,36,No,Travel_Rarely,559,Research & Development,12,Master,3,Female,3,2,Manufacturing Director,3,Married,9,Yes,12,3,2,2,7,2,3,3,2,1,1,12298
1147,34,No,Travel_Frequently,426,Research & Development,10,Master,3,Male,4,2,Manufacturing Director,4,Divorced,1,No,13,3,1,1,9,3,3,9,7,7,2,9372
1148,49,No,Travel_Rarely,722,Research & Development,25,Master,3,Female,3,1,Laboratory Technician,1,Married,1,No,14,3,4,1,10,3,2,9,6,1,4,15884
1149,39,No,Travel_Rarely,1387,Research & Development,10,Doctor,2,Male,3,2,Manufacturing Director,1,Married,2,No,13,3,4,3,10,3,3,7,7,7,7,30514
1150,27,No,Travel_Rarely,1302,Research & Development,19,Bachelor,4,Male,2,1,Laboratory Technician,1,Divorced,1,No,11,3,1,2,7,3,3,7,7,0,7,28644
1151,35,No,Travel_Rarely,819,Research & Development,18,Doctor,2,Male,4,2,Research Scientist,1,Married,1,No,11,3,4,0,16,2,3,16,15,1,10,18018
1152,28,No,Travel_Rarely,580,Research & Development,27,Bachelor,2,Female,1,2,Manufacturing Director,1,Divorced,0,No,21,4,2,1,6,5,2,5,3,0,0,12760
1153,21,No,Travel_Rarely,546,Research & Development,5,Below College,3,Male,3,1,Research Scientist,4,Single,1,No,18,3,3,0,3,2,3,2,2,2,2,12012
1154,18,Yes,Travel_Frequently,544,Sales,3,College,2,Female,3,1,Sales Representative,4,Single,1,Yes,12,3,3,0,0,2,4,0,0,0,0,11968
1155,47,No,Travel_Rarely,1176,Human Resources,26,Master,4,Female,3,5,Manager,3,Married,3,No,11,3,3,1,27,2,3,5,2,1,0,25872
1156,39,No,Travel_Rarely,170,Research & Development,3,College,3,Male,2,2,Laboratory Technician,3,Divorced,0,No,15,3,4,1,11,3,3,10,8,0,7,3740
1157,40,No,Travel_Rarely,884,Research & Development,15,Bachelor,1,Female,2,3,Manufacturing Director,3,Married,1,No,13,3,4,2,18,2,3,18,15,14,12,19448
1158,35,No,Non-Travel,208,Research & Development,8,Master,3,Female,3,2,Healthcare Representative,3,Married,1,No,12,3,4,1,15,5,3,14,11,2,9,4576
1159,37,No,Travel_Rarely,671,Research & Development,19,Bachelor,3,Male,3,2,Manufacturing Director,3,Married,3,No,17,3,1,3,9,2,2,4,3,0,2,14762
1160,39,No,Travel_Frequently,711,Research & Development,4,Bachelor,1,Female,3,2,Manufacturing Director,3,Single,0,No,13,3,4,0,10,2,1,9,2,3,8,15642
1161,45,No,Travel_Rarely,1329,Research & Development,2,College,4,Female,2,2,Manufacturing Director,4,Divorced,1,No,19,3,1,2,10,3,3,10,7,3,9,29238
1162,38,No,Travel_Rarely,397,Research & Development,2,College,4,Female,2,3,Manufacturing Director,3,Married,3,Yes,19,3,4,1,10,6,4,5,4,0,2,8734
1163,35,Yes,Travel_Rarely,737,Sales,10,Bachelor,4,Male,2,3,Sales Executive,1,Married,9,No,17,3,3,0,15,3,3,13,12,6,0,16214
1164,37,No,Travel_Rarely,1470,Research & Development,10,Bachelor,2,Female,3,1,Research Scientist,2,Married,1,No,11,3,1,1,8,2,1,8,4,7,7,32340
1165,40,No,Travel_Rarely,448,Research & Development,16,Bachelor,3,Female,3,3,Manufacturing Director,4,Single,6,Yes,15,3,4,0,18,2,2,4,2,3,3,9856
1166,44,No,Travel_Frequently,602,Human Resources,1,Doctor,1,Male,3,2,Human Resources,4,Married,4,Yes,11,3,3,0,14,3,3,10,7,0,2,13244
1167,48,No,Travel_Frequently,365,Research & Development,4,Doctor,3,Male,2,4,Manager,4,Married,2,No,25,4,2,1,23,3,3,2,2,2,2,8030
1168,35,Yes,Travel_Rarely,763,Sales,15,College,1,Male,1,2,Sales Executive,4,Divorced,6,Yes,14,3,4,2,7,2,2,2,2,2,2,16786
1169,24,No,Travel_Frequently,567,Research & Development,2,Below College,1,Female,3,1,Research Scientist,4,Single,1,Yes,13,3,3,0,6,2,3,6,3,1,3,12474
1170,27,No,Travel_Rarely,486,Research & Development,8,Bachelor,2,Female,4,1,Research Scientist,3,Married,7,No,17,3,1,0,5,0,3,3,2,0,2,10692
1171,27,No,Travel_Frequently,591,Research & Development,2,Bachelor,4,Male,3,1,Research Scientist,4,Single,2,No,13,3,3,0,6,0,2,4,2,1,2,13002
1172,40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor,1,Male,3,1,Laboratory Technician,1,Single,3,Yes,14,3,2,0,10,3,1,4,2,0,3,29238
1173,29,No,Travel_Rarely,469,Sales,10,Bachelor,3,Male,2,2,Sales Executive,3,Single,9,No,11,3,3,0,8,2,3,5,2,1,4,10318
1174,36,No,Travel_Rarely,711,Research & Development,5,Master,2,Female,3,3,Healthcare Representative,1,Married,4,No,12,3,3,2,9,6,3,3,2,0,2,15642
1175,25,No,Travel_Frequently,772,Research & Development,2,Below College,4,Male,4,2,Manufacturing Director,3,Divorced,1,No,17,3,3,2,7,6,3,7,7,0,7,16984
1176,39,No,Travel_Rarely,492,Research & Development,12,Bachelor,4,Male,3,2,Manufacturing Director,2,Married,4,No,21,4,3,0,7,3,3,5,4,1,0,10824
1177,49,No,Travel_Rarely,301,Research & Development,22,Master,1,Female,3,4,Research Director,2,Married,3,No,16,3,2,2,27,2,3,4,2,1,2,6622
1178,50,No,Travel_Rarely,813,Research & Development,17,Doctor,4,Female,2,3,Research Director,1,Divorced,5,No,15,3,3,3,19,3,3,14,11,1,11,17886
1179,20,No,Travel_Rarely,1141,Sales,2,Bachelor,3,Female,3,1,Sales Representative,3,Single,1,No,19,3,1,0,2,3,3,2,2,2,2,25102
1180,34,No,Travel_Rarely,1130,Research & Development,3,Bachelor,4,Female,3,2,Research Scientist,2,Divorced,1,No,12,3,3,1,11,2,3,11,8,7,9,24860
1181,36,No,Travel_Rarely,311,Research & Development,7,Bachelor,1,Male,3,1,Laboratory Technician,2,Single,2,No,11,3,3,0,15,4,3,4,3,1,3,6842
1182,49,No,Travel_Rarely,465,Research & Development,6,Below College,3,Female,2,4,Healthcare Representative,3,Married,2,Yes,19,3,2,1,30,3,3,15,11,2,12,10230
1183,36,No,Non-Travel,894,Research & Development,1,Master,4,Female,2,2,Manufacturing Director,3,Married,0,No,15,3,3,0,4,6,3,3,2,1,2,19668
1184,36,No,Travel_Rarely,1040,Research & Development,3,College,4,Male,4,2,Healthcare Representative,1,Divorced,6,No,20,4,1,1,13,3,3,5,4,0,4,22880
1185,54,No,Travel_Rarely,584,Research & Development,22,Doctor,2,Female,3,4,Manager,3,Married,3,No,25,4,3,1,36,6,3,10,8,4,7,12848
1186,43,No,Travel_Rarely,1291,Research & Development,15,College,3,Male,2,4,Research Director,3,Married,1,No,24,4,1,1,14,3,3,14,10,6,11,28402
1187,35,Yes,Travel_Frequently,880,Sales,12,Master,4,Male,3,2,Sales Executive,4,Single,3,Yes,24,4,1,0,13,2,4,11,9,6,7,19360
1188,38,No,Travel_Frequently,1189,Research & Development,1,Bachelor,4,Male,3,2,Research Scientist,4,Married,7,No,15,3,4,2,19,4,4,13,11,2,9,26158
1189,29,No,Travel_Rarely,991,Sales,5,Bachelor,1,Male,2,2,Sales Executive,2,Divorced,1,Yes,13,3,2,1,10,3,2,10,0,0,9,21802
1190,33,No,Travel_Rarely,392,Sales,2,Master,4,Male,3,2,Sales Executive,4,Divorced,1,No,14,3,3,2,6,5,3,6,2,0,4,8624
1191,32,No,Travel_Rarely,977,Research & Development,2,Bachelor,4,Male,3,2,Research Scientist,2,Divorced,0,No,13,3,3,2,10,4,2,9,5,1,6,21494
1192,31,No,Travel_Rarely,1112,Sales,5,Master,1,Female,3,2,Sales Executive,4,Married,1,No,11,3,1,2,10,2,3,10,0,0,2,24464
1193,49,No,Travel_Rarely,464,Research & Development,16,Bachelor,4,Female,3,1,Laboratory Technician,1,Divorced,4,Yes,16,3,2,1,17,2,2,2,2,2,2,10208
1194,38,No,Travel_Frequently,148,Research & Development,2,Bachelor,4,Female,2,1,Laboratory Technician,2,Single,1,No,22,4,2,0,4,3,3,4,3,3,3,3256
1195,47,No,Travel_Rarely,1225,Sales,2,Master,2,Female,4,4,Manager,2,Divorced,6,No,14,3,3,3,29,2,3,3,2,1,2,26950
1196,49,No,Travel_Rarely,809,Research & Development,1,Bachelor,3,Male,3,4,Manager,3,Single,4,No,14,3,1,0,23,2,3,8,7,0,0,17798
1197,41,No,Travel_Rarely,1206,Sales,23,College,4,Male,3,3,Sales Executive,3,Single,3,Yes,16,3,4,0,21,2,3,2,0,0,2,26532
1198,20,No,Travel_Rarely,727,Sales,9,Below College,4,Male,3,1,Sales Representative,1,Single,1,No,11,3,1,0,2,3,3,2,2,0,2,15994
1199,33,No,Non-Travel,530,Sales,16,Bachelor,3,Female,3,2,Sales Executive,4,Divorced,1,Yes,25,4,3,1,7,2,3,6,5,1,2,11660
1200,36,No,Travel_Rarely,1351,Research & Development,26,Master,1,Male,3,2,Healthcare Representative,3,Married,6,No,14,3,2,2,10,2,2,3,2,0,2,29722
1201,44,No,Travel_Rarely,528,Human Resources,1,Bachelor,3,Female,3,1,Human Resources,4,Divorced,4,Yes,18,3,1,3,8,2,3,2,2,2,2,11616
1202,23,Yes,Travel_Rarely,1320,Research & Development,8,Below College,4,Male,2,1,Laboratory Technician,3,Single,1,Yes,11,3,1,0,5,2,3,5,4,1,2,29040
1203,38,No,Travel_Rarely,1495,Research & Development,4,College,4,Female,3,1,Laboratory Technician,3,Married,7,No,19,3,4,1,7,5,2,0,0,0,0,32890
1204,53,No,Travel_Rarely,1395,Research & Development,24,Master,2,Male,4,3,Healthcare Representative,4,Married,3,No,15,3,3,0,11,2,3,4,3,1,2,30690
1205,48,Yes,Travel_Frequently,708,Sales,7,College,4,Female,3,1,Sales Representative,3,Married,2,Yes,11,3,3,2,19,3,3,9,7,7,7,15576
1206,32,Yes,Travel_Rarely,1259,Research & Development,2,Master,4,Male,3,1,Laboratory Technician,2,Single,1,No,12,3,1,0,1,2,3,1,0,0,0,27698
1207,26,No,Non-Travel,786,Research & Development,7,Bachelor,4,Male,3,1,Laboratory Technician,4,Single,1,No,20,4,3,0,7,5,3,7,7,5,7,17292
1208,55,No,Travel_Rarely,1441,Research & Development,22,Bachelor,1,Male,2,1,Research Scientist,2,Divorced,5,No,12,3,4,1,8,1,3,4,2,1,2,31702
1209,34,No,Travel_Rarely,1157,Research & Development,5,College,2,Male,2,2,Laboratory Technician,4,Married,1,No,14,3,3,1,15,3,4,15,10,4,13,25454
1210,60,No,Travel_Rarely,370,Research & Development,1,Master,3,Male,1,3,Healthcare Representative,4,Divorced,3,No,20,4,3,1,19,2,4,1,0,0,0,8140
1211,33,No,Travel_Rarely,267,Research & Development,21,Bachelor,2,Male,4,1,Laboratory Technician,2,Married,1,No,18,3,4,3,14,6,3,14,11,2,13,5874
1212,37,No,Travel_Frequently,1278,Sales,1,Master,3,Male,1,2,Sales Executive,4,Divorced,1,No,14,3,3,2,6,2,2,6,3,1,3,28116
1213,34,No,Travel_Rarely,678,Research & Development,19,Bachelor,2,Female,2,1,Research Scientist,4,Married,1,No,12,3,2,0,10,3,3,10,9,8,7,14916
1214,23,Yes,Travel_Rarely,427,Sales,7,Bachelor,3,Male,3,1,Sales Representative,4,Divorced,1,Yes,21,4,2,1,3,2,3,3,2,0,2,9394
1215,44,No,Travel_Rarely,921,Research & Development,2,Bachelor,3,Female,4,3,Healthcare Representative,4,Married,1,Yes,19,3,2,1,9,2,3,8,7,6,7,20262
1216,35,No,Travel_Frequently,146,Research & Development,2,Master,1,Male,2,1,Research Scientist,4,Single,0,Yes,14,3,3,0,6,2,4,5,4,1,4,3212
1217,43,No,Travel_Rarely,1179,Sales,2,Bachelor,4,Male,3,2,Sales Executive,4,Married,1,Yes,17,3,1,1,10,3,3,10,9,8,8,25938
1218,24,No,Travel_Rarely,581,Research & Development,9,Bachelor,3,Male,4,1,Research Scientist,3,Married,1,No,16,3,4,1,5,1,3,5,3,0,4,12782
1219,41,No,Travel_Rarely,918,Sales,6,Bachelor,4,Male,3,3,Sales Executive,3,Single,1,No,12,3,2,0,10,3,3,10,8,8,7,20196
1220,29,No,Travel_Rarely,1082,Research & Development,9,Master,4,Female,3,1,Laboratory Technician,3,Married,9,No,17,3,3,1,9,2,3,5,3,1,2,23804
1221,36,No,Travel_Rarely,530,Sales,2,Master,3,Female,3,2,Sales Representative,4,Single,3,No,15,3,3,0,17,2,2,13,7,6,7,11660
1222,45,No,Non-Travel,1238,Research & Development,1,Below College,3,Male,2,3,Healthcare Representative,3,Married,3,No,23,4,4,1,25,3,2,23,15,14,4,27236
1223,24,Yes,Travel_Rarely,240,Human Resources,22,Below College,4,Male,1,1,Human Resources,3,Married,1,No,11,3,3,1,1,2,3,1,0,0,0,5280
1224,47,Yes,Travel_Frequently,1093,Sales,9,Bachelor,3,Male,1,4,Sales Executive,3,Married,7,No,11,3,3,0,25,3,1,23,5,14,10,24046
1225,26,No,Travel_Rarely,390,Research & Development,17,Master,4,Male,1,1,Laboratory Technician,3,Married,1,No,15,3,3,3,3,3,4,3,2,0,2,8580
1226,45,No,Travel_Rarely,1005,Research & Development,28,College,4,Female,2,4,Research Director,2,Single,1,No,11,3,3,0,21,2,3,21,6,8,6,22110
1227,32,No,Travel_Frequently,585,Research & Development,10,Bachelor,1,Male,3,1,Research Scientist,3,Married,6,No,13,3,1,1,10,3,2,5,2,1,3,12870
1228,31,No,Travel_Rarely,741,Research & Development,2,Master,2,Male,3,1,Laboratory Technician,3,Married,1,No,14,3,4,1,6,2,4,5,2,0,3,16302
1229,41,No,Non-Travel,552,Human Resources,4,Bachelor,3,Male,1,2,Human Resources,2,Married,6,No,19,3,2,1,10,4,3,3,2,1,2,12144
1230,40,No,Travel_Rarely,369,Research & Development,8,College,2,Female,3,2,Manufacturing Director,1,Married,2,Yes,16,3,2,1,18,3,3,1,0,0,0,8118
1231,24,No,Travel_Rarely,506,Research & Development,29,Below College,2,Male,3,1,Laboratory Technician,1,Divorced,1,No,13,3,2,3,6,2,4,6,2,1,2,11132
1232,46,No,Travel_Rarely,717,Research & Development,13,Master,3,Male,3,2,Healthcare Representative,2,Single,6,No,14,3,4,0,19,3,3,10,7,0,9,15774
1233,35,No,Travel_Rarely,1370,Research & Development,27,Master,4,Male,3,2,Manufacturing Director,3,Married,2,No,16,3,2,1,17,3,3,7,7,0,7,30140
1234,30,No,Travel_Rarely,793,Research & Development,16,Below College,2,Male,3,1,Research Scientist,4,Married,1,No,12,3,2,1,10,2,2,10,0,0,8,17446
1235,47,No,Non-Travel,543,Sales,2,Master,3,Male,3,2,Sales Executive,2,Married,7,No,11,3,4,1,4,3,1,1,0,0,0,11946
1236,46,No,Travel_Rarely,1277,Sales,2,Bachelor,3,Male,3,3,Sales Executive,4,Divorced,4,Yes,12,3,2,1,13,5,2,10,6,0,3,28094
1237,36,Yes,Travel_Rarely,1456,Sales,13,Doctor,2,Male,2,2,Sales Executive,1,Divorced,5,Yes,13,3,2,3,16,3,3,2,2,2,2,32032
1238,32,Yes,Travel_Rarely,964,Sales,1,College,1,Male,1,2,Sales Executive,2,Single,6,No,15,3,2,0,10,2,3,0,0,0,0,21208
1239,23,No,Travel_Rarely,160,Research & Development,4,Below College,3,Female,3,1,Laboratory Technician,2,Single,1,No,13,3,3,0,3,3,1,3,2,1,2,3520
1240,31,No,Travel_Frequently,163,Research & Development,24,Below College,4,Female,3,2,Manufacturing Director,4,Single,2,No,20,4,4,0,9,3,2,5,4,1,4,3586
1241,39,No,Non-Travel,792,Research & Development,1,Bachelor,4,Male,3,2,Laboratory Technician,4,Married,1,Yes,15,3,4,1,9,2,3,9,8,5,8,17424
1242,32,No,Travel_Rarely,371,Sales,19,Bachelor,4,Male,1,3,Sales Executive,3,Married,3,No,13,3,3,1,10,2,1,4,3,0,2,8162
1243,40,No,Travel_Rarely,611,Sales,7,Master,2,Male,3,5,Manager,2,Single,1,No,14,3,2,0,21,3,2,21,8,12,8,13442
1244,45,No,Travel_Rarely,176,Human Resources,4,Bachelor,3,Female,1,3,Human Resources,3,Married,4,No,21,4,3,2,9,2,4,5,0,0,3,3872
1245,30,No,Travel_Frequently,1312,Research & Development,2,Master,4,Female,2,1,Research Scientist,1,Single,0,No,16,3,4,0,10,2,3,9,7,0,7,28864
1246,24,No,Travel_Frequently,897,Human Resources,10,Bachelor,1,Male,3,1,Human Resources,4,Married,0,No,14,3,4,1,3,2,3,2,2,2,1,19734
1247,30,Yes,Travel_Frequently,600,Human Resources,8,Bachelor,3,Female,2,1,Human Resources,4,Divorced,6,No,11,3,3,1,6,0,2,4,2,1,2,13200
1248,31,No,Travel_Rarely,1003,Sales,5,Bachelor,1,Male,3,2,Sales Executive,3,Married,1,No,19,3,3,1,6,3,3,5,2,0,2,22066
1249,27,No,Travel_Rarely,1054,Research & Development,8,Bachelor,3,Female,3,1,Research Scientist,4,Single,1,No,11,3,3,0,6,5,2,6,2,1,4,23188
1250,29,Yes,Travel_Rarely,428,Sales,9,Bachelor,2,Female,1,1,Sales Representative,2,Single,1,No,13,3,3,0,2,3,3,2,2,2,2,9416
1251,29,No,Travel_Frequently,461,Research & Development,1,Bachelor,4,Male,4,2,Healthcare Representative,3,Single,8,Yes,12,3,4,0,10,5,4,3,2,0,2,10142
1252,30,No,Travel_Rarely,979,Sales,15,College,3,Male,2,3,Sales Executive,1,Divorced,2,No,11,3,1,1,12,2,3,7,7,1,7,21538
1253,34,No,Travel_Rarely,181,Research & Development,2,Master,4,Male,4,1,Research Scientist,4,Married,0,Yes,14,3,1,3,6,3,3,5,0,1,2,3982
1254,33,No,Non-Travel,1283,Sales,2,Bachelor,4,Female,3,2,Sales Executive,2,Single,8,No,15,3,4,0,13,2,2,11,7,1,7,28226
1255,49,No,Travel_Rarely,1313,Sales,11,Master,4,Female,3,2,Sales Executive,4,Single,3,No,12,3,3,0,8,1,4,5,1,0,4,28886
1256,33,Yes,Travel_Rarely,211,Sales,16,Bachelor,1,Female,3,3,Sales Executive,1,Single,2,Yes,20,4,3,0,11,2,2,0,0,0,0,4642
1257,38,No,Travel_Frequently,594,Research & Development,2,College,3,Female,2,1,Laboratory Technician,2,Married,4,No,14,3,2,1,9,4,2,6,1,0,5,13068
1258,31,Yes,Travel_Rarely,1079,Sales,16,Master,1,Male,3,3,Sales Executive,3,Married,2,No,13,3,1,3,10,2,3,1,0,0,0,23738
1259,29,No,Travel_Rarely,590,Research & Development,4,Bachelor,4,Female,2,1,Research Scientist,1,Divorced,1,No,13,3,3,1,1,2,3,1,0,0,0,12980
1260,30,No,Travel_Rarely,305,Research & Development,16,Bachelor,3,Male,4,2,Healthcare Representative,3,Married,3,No,16,3,3,1,10,3,3,7,0,1,7,6710
1261,32,No,Non-Travel,953,Research & Development,5,Master,2,Male,3,1,Research Scientist,2,Single,2,No,14,3,2,0,12,3,3,7,7,0,7,20966
1262,38,No,Travel_Rarely,833,Research & Development,18,Bachelor,2,Male,1,2,Healthcare Representative,4,Married,3,Yes,16,3,3,1,15,2,3,1,0,1,0,18326
1263,43,Yes,Travel_Frequently,807,Research & Development,17,Bachelor,3,Male,2,1,Research Scientist,3,Married,9,Yes,16,3,4,1,6,4,3,1,0,0,0,17754
1264,42,No,Travel_Rarely,855,Research & Development,12,Bachelor,2,Male,3,1,Laboratory Technician,2,Divorced,8,No,22,4,2,3,7,6,2,5,3,0,4,18810
1265,55,No,Travel_Rarely,478,Research & Development,2,Bachelor,3,Male,2,5,Research Director,1,Married,8,No,12,3,2,3,34,2,3,1,0,0,0,10516
1266,33,No,Non-Travel,775,Research & Development,4,Bachelor,4,Male,3,2,Research Scientist,2,Divorced,5,No,15,3,4,2,11,2,2,9,8,1,7,17050
1267,41,No,Travel_Rarely,548,Research & Development,9,Master,3,Male,3,1,Laboratory Technician,1,Divorced,1,No,20,4,2,2,5,2,3,5,3,0,4,12056
1268,34,No,Non-Travel,1375,Sales,10,Bachelor,4,Male,3,2,Sales Executive,3,Divorced,1,Yes,14,3,3,1,15,3,3,15,14,0,7,30250
1269,53,No,Non-Travel,661,Research & Development,1,Master,1,Female,2,4,Manufacturing Director,3,Married,4,Yes,20,4,4,3,27,2,2,3,2,0,2,14542
1270,43,No,Travel_Rarely,244,Human Resources,2,Bachelor,2,Male,3,1,Human Resources,4,Single,0,No,13,3,2,0,10,5,3,9,7,1,8,5368
1271,34,No,Travel_Rarely,511,Sales,3,College,4,Female,1,2,Sales Executive,4,Single,5,No,12,3,1,0,6,3,3,2,2,2,2,11242
1272,21,Yes,Travel_Rarely,337,Sales,7,Below College,2,Male,3,1,Sales Representative,2,Single,1,No,13,3,2,0,1,3,3,1,0,1,0,7414
1273,38,No,Travel_Rarely,1153,Research & Development,6,College,4,Female,2,1,Laboratory Technician,3,Married,1,No,11,3,2,1,5,3,3,5,4,0,4,25366
1274,22,Yes,Travel_Rarely,1294,Research & Development,8,Below College,3,Female,3,1,Laboratory Technician,1,Married,1,Yes,17,3,3,0,1,6,3,1,0,0,0,28468
1275,31,No,Travel_Rarely,196,Sales,29,Master,1,Female,2,2,Sales Executive,4,Married,1,No,14,3,1,2,13,3,3,12,7,5,7,4312
1276,51,No,Travel_Rarely,942,Research & Development,3,Bachelor,1,Female,3,3,Manager,3,Married,2,No,11,3,4,0,15,2,3,2,2,2,2,20724
1277,37,No,Travel_Rarely,589,Sales,9,College,2,Male,2,2,Sales Executive,2,Married,1,No,14,3,1,2,5,2,3,5,2,0,3,12958
1278,46,No,Travel_Rarely,734,Research & Development,2,Master,3,Male,3,5,Research Director,4,Divorced,7,Yes,17,3,3,1,24,3,3,2,1,2,2,16148
1279,36,No,Travel_Rarely,1383,Research & Development,10,Bachelor,4,Male,3,3,Healthcare Representative,1,Married,7,Yes,13,3,4,1,15,1,3,12,8,5,7,30426
1280,44,Yes,Travel_Frequently,429,Research & Development,1,College,3,Male,3,1,Research Scientist,2,Divorced,1,Yes,12,3,3,3,6,2,2,5,3,2,3,9438
1281,37,No,Travel_Rarely,1239,Human Resources,8,College,3,Male,3,2,Human Resources,2,Divorced,2,No,13,3,3,0,19,4,2,10,0,4,7,27258
1282,35,Yes,Travel_Rarely,303,Sales,27,Bachelor,3,Male,3,2,Sales Executive,4,Single,1,Yes,18,3,4,0,10,2,3,10,7,7,7,6666
1283,33,No,Travel_Rarely,867,Research & Development,8,Master,4,Male,4,1,Research Scientist,1,Married,6,No,19,3,2,1,14,1,3,10,8,7,6,19074
1284,28,No,Travel_Rarely,1181,Research & Development,1,Bachelor,3,Male,3,1,Research Scientist,4,Married,1,No,11,3,3,1,5,6,4,5,3,0,3,25982
